tconst,Actors_names,averageRating,startYear,runtimeMinutes,title,language,tmdb_id,original_title,overview,popularity,poster_path,production_countries,spoken_languages,production_companies_name,genres,Keywords,actors,mots
tt0104545,StefaniaSandrelli JuanDiego AnnaGaliena JavierBardem JordiMollà BigasLuna,6.4,1992,95,"Jambon, jambon",fr,4507,"Jamón, jamón","Jose Luis is an executive at his parents underwear factory where his girlfriend Sylvia works on the shop floor. When Sylvia becomes pregnant, Jose Luis promises her that he will marry her, most likely against the wishes of his parents. Jose Luis' mother is determined to break her son's engagement to a girl from a lower-class family, and hires Raul, a potential underwear model and would-be bullfighter to seduce Sylvia.",22.114,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/wAucj0pm9eGaC8nx01pbdyvK4VS.jpg,['ES'],es,"['Ovídeo TV S.A.', 'Sogepaq', 'Lolafilms']","Comedy,Romance,Drama","adultery,infidelity,prostitute,jealousy,husband wife relationship,sexuality,pregnancy,symbolism,seduction,machismo,matador (bullfighter),gay interest,unfaithfulness,rural area,extramarital affair,sensuality,male model,drunkenness,underwear manufacturer,mother daughter relationship","Stefania Sandrelli, Juan Diego, Anna Galiena, Javier Bardem, Jordi Mollà, Bigas Luna",Comedy Romance Drama adultery infidelity prostitute jealousy husband wife relationship sexuality pregnancy symbolism seduction machismo matador (bullfighter) gay interest unfaithfulness rural area extramarital affair sensuality male model drunkenness underwear manufacturer mother daughter relationship fr es StefaniaSandrelli JuanDiego AnnaGaliena JavierBardem JordiMollà BigasLuna
tt0104550,JamiGertz DylanMcDermott SherylLee AidaTurturro MollyPrice StarJasper JosephBologna DavidBurtonMorris,6.1,1992,95,Jersey girls,fr,54655,Jersey Girl,A working girl from New Jersey looks for love with a fast-lane Manhattan salesman from Queens.,5.142,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3M2LpoXTQIfZhc2vsHDGpcxj8ZG.jpg,['US'],en,"['Interscope', 'Electric Pictures']","Comedy,Romance,Drama","new jersey,yuppie,diner,love","Jami Gertz, Dylan McDermott, Sheryl Lee, Aida Turturro, Molly Price, Star Jasper, Joseph Bologna, David Burton Morris",Comedy Romance Drama new jersey yuppie diner love fr en JamiGertz DylanMcDermott SherylLee AidaTurturro MollyPrice StarJasper JosephBologna DavidBurtonMorris
tt0104553,MaggieCheung StephenChow SandraKwanYueNg LeslieCheung Kwong-LeungWong RaymondPak-MingWong TeresaMo Heung-KamLee Hoi-SanKwan CliftonKo,7.2,1992,100,"All's Well, Ends Well",en,60145,家有囍事,Three brothers living with their father fib and play pranks to win parental approval for themselves and their romances.,4.912,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/p5rLUhVTwmfZnpu2Mtnu1MTRUiU.jpg,['HK'],"cn,zh,ja","['Ko Chi Sum Films Company Limited', 'Regal Films Company Ltd.', 'Mandarin Films']","Comedy,Romance","housewife,slapstick comedy,radio show host","Maggie Cheung, Stephen Chow, Sandra Kwan Yue Ng, Leslie Cheung, Kwong-Leung Wong, Raymond Pak-Ming Wong, Teresa Mo, Heung-Kam Lee, Hoi-San Kwan, Clifton Ko",Comedy Romance housewife slapstick comedy radio show host en cn zh ja MaggieCheung StephenChow SandraKwanYueNg LeslieCheung Kwong-LeungWong RaymondPak-MingWong TeresaMo Heung-KamLee Hoi-SanKwan CliftonKo
tt0104658,ClaudeBrosset BertrandTavernier Jean-PaulComart NilsTavernier CharlotteKady DidierBezace Jean-RogerMilo PhilippeTorreton,7.2,1992,145,L.627,en,39967,L.627,"In Paris, Lulu, a passionate policeman, works with the faith of a rookie, despite the sclerotic bureaucracy and the incompetence or negligence of some of his colleagues. In his new position as a narcotics inspector, he tries to keep his sanity as he witnesses the worst of the human condition.",5.312,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/wZDV2rdnx9M2FfQAa4rX5SIHajs.jpg,['FR'],fr,"['Les Films Alain Sarde', 'Little Bear', 'Canal+']","Drama,Thriller,Crime","bureaucracy,drug abuse,paris, france,aids,police surveillance,narcotics detective,french polar","Claude Brosset, Bertrand Tavernier, Jean-Paul Comart, Nils Tavernier, Charlotte Kady, Didier Bezace, Jean-Roger Milo, Philippe Torreton",Drama Thriller Crime bureaucracy drug abuse paris  france aids police surveillance narcotics detective french polar en fr ClaudeBrosset BertrandTavernier Jean-PaulComart NilsTavernier CharlotteKady DidierBezace Jean-RogerMilo PhilippeTorreton
tt0104662,DaríoGrandinetti SandraBallesteros NachaGuevara AndréMelançon JeanPierreReguerraz MónicaGalán HugoArana EliseoSubiela,7.4,1992,127,Le côté obscur du coeur,fr,74938,El lado oscuro del corazón,"Oliveiro is a young poet living in Buenos Aires where sometimes he has to sell his ideas to an advertising agency to make a living or exchange his poems for a steak. In Montevideo, he meets a prostitute, Ana, with whom he falls in love. Back in Buenos Aires, he accepts a contract with a publicity agency to get the money for three days of love with her. Will he get what he's searching for when his ideal of love's pleasure is literally going in levitation while making love?",7.19,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7sGolviXy0GUJ5OzDuxcv61k2UX.jpg,"['AR', 'CA']","de,es","['CQ3 Films', 'INCAA', 'Max Films']","Comedy,Romance,Drama","friendship,poetry,eroticism,surrealism,sculpture,mustache,bohemian,death personified,wanderings,pirañera bed","Darío Grandinetti, Sandra Ballesteros, Nacha Guevara, André Melançon, Jean Pierre Reguerraz, Mónica Galán, Hugo Arana, Eliseo Subiela",Comedy Romance Drama friendship poetry eroticism surrealism sculpture mustache bohemian death personified wanderings pirañera bed fr de es DaríoGrandinetti SandraBallesteros NachaGuevara AndréMelançon JeanPierreReguerraz MónicaGalán HugoArana EliseoSubiela
tt0104684,ChowYun-Fat PhilipChan PhillipChung-FungKwok TonyLeungChiu-wai TeresaMo Hoi-SanKwan AnthonyChau-SangWong BowieLam MengLo JohnWoo,7.7,1992,128,Hard Boiled,en,11782,辣手神探,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,12.605,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/wuljacjo7DCzUzDianeZZwPb6to.jpg,['HK'],"cn,zh,en","['Golden Princess Film Production Limited', 'Milestone Productions']","Action,Thriller,Crime","arms smuggling,inspector,arms dealer,hong kong,drugs","Chow Yun-Fat, Philip Chan, Phillip Chung-Fung Kwok, Tony Leung Chiu-wai, Teresa Mo, Hoi-San Kwan, Anthony Chau-Sang Wong, Bowie Lam, Meng Lo, John Woo",Action Thriller Crime arms smuggling inspector arms dealer hong kong drugs en cn zh en ChowYun-Fat PhilipChan PhillipChung-FungKwok TonyLeungChiu-wai TeresaMo Hoi-SanKwan AnthonyChau-SangWong BowieLam MengLo JohnWoo
tt0104685,GillianArmstrong BrunoGanz LisaHarrow KerryFox MirandaOtto BillHunter LexMarinos LynneMurphy,6.5,1992,96,The Last Days of Chez Nous,fr,41772,The Last Days of Chez Nous,"The story of sisters Vicki and Beth, when Vicki begins an affair with Beth's intriguing French husband.",1.584,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/hvgJvwtiSbMAoeMxtfuV4eVk17I.jpg,['AU'],"en,fr","['Jan Chapman Productions', 'Australian Film Commission', 'Australian Broadcasting Corporation', 'Australian Film Finance Corporation']","Comedy,Romance,Drama",woman director,"Gillian Armstrong, Bruno Ganz, Lisa Harrow, Kerry Fox, Miranda Otto, Bill Hunter, Lex Marinos, Lynne Murphy",Comedy Romance Drama woman director fr en fr GillianArmstrong BrunoGanz LisaHarrow KerryFox MirandaOtto BillHunter LexMarinos LynneMurphy
tt0104695,MeatLoaf DebraWinger RichardPearce SteveMartin M.C.Gainey LiamNeeson LolitaDavidovich PhilipSeymourHoffman LaChanze,6.1,1992,108,Leap of Faith,en,12772,Leap of Faith,"Jonas Nightengale is a fraudulent Christian faith healer who makes a living travelling around America holding revival meetings and conducting 'miracles' with the help of his friend and manager, Jane, and their entourage.",10.858,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/iuOIgrf8OsEBddffIbvqIl7J9IQ.jpg,['US'],en,['Paramount'],"Comedy,Romance,Drama","small town,cheating,kansas, usa,religion,preacher,super power,religious hypocrisy,evangelist,revivalism,faith healer,con artists","Meat Loaf, Debra Winger, Richard Pearce, Steve Martin, M.C. Gainey, Liam Neeson, Lolita Davidovich, Philip Seymour Hoffman, LaChanze",Comedy Romance Drama small town cheating kansas  usa religion preacher super power religious hypocrisy evangelist revivalism faith healer con artists en en MeatLoaf DebraWinger RichardPearce SteveMartin M.C.Gainey LiamNeeson LolitaDavidovich PhilipSeymourHoffman LaChanze
tt0104714,MelGibson SteveKahan RichardDonner DannyGlover DarleneLove JoePesci ReneRusso StuartWilson,6.7,1992,118,Lethal Weapon 3,en,943,Lethal Weapon 3,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",18.262,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8FnOudDHPOY7MFJnvQMR1qpuyek.jpg,['US'],en,"['Silver Pictures', 'Warner Bros. Pictures', 'St. Petersburg Clearwater Film Commision']","Comedy,Crime,Thriller,Action,Adventure","showdown,police,sequel,mixed martial arts,los angeles, california,rookie cop,wisecrack humor,buddy cop,lapd,maverick cop,aftercreditsstinger,action hero","Mel Gibson, Steve Kahan, Richard Donner, Danny Glover, Darlene Love, Joe Pesci, Rene Russo, Stuart Wilson",Comedy Crime Thriller Action Adventure showdown police sequel mixed martial arts los angeles  california rookie cop wisecrack humor buddy cop lapd maverick cop aftercreditsstinger action hero en en MelGibson SteveKahan RichardDonner DannyGlover DarleneLove JoePesci ReneRusso StuartWilson
tt0104779,RomanPolanski PeterCoyote HughGrant KristinScottThomas EmmanuelleSeigner VictorBanerjee,7.2,1992,139,Bitter Moon,en,10497,Bitter Moon,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.,23.699,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/qU9hqUSGyQfbkEdqluX21nWVcp9.jpg,"['FR', 'GB', 'US']","fr,en","['Fine Line Features', 'R.P. Productions', 'Les Films Alain Sarde', 'Timothy Burrill Productions', 'Columbia Pictures', 'Canal+']","Romance,Drama,Thriller","marriage crisis,married couple,eroticism,cruise,wheelchair,longing,paralysis,sadomasochism,voyeurism","Roman Polanski, Peter Coyote, Hugh Grant, Kristin Scott Thomas, Emmanuelle Seigner, Victor Banerjee",Romance Drama Thriller marriage crisis married couple eroticism cruise wheelchair longing paralysis sadomasochism voyeurism en fr en RomanPolanski PeterCoyote HughGrant KristinScottThomas EmmanuelleSeigner VictorBanerjee
tt0104812,JeanneMoreau AnneParillaud JohnCusack BenMendelsohn PatrickBergin JasonScottLee ClotildeCourau VincentWard,7.0,1992,109,Map of the Human Heart,en,36709,Map of the Human Heart,"In an Arctic village in 1931, British mapmaker Walter Russell selects 12-year-old Eskimo Avik as his guide. When the boy contracts tuberculosis, Walter flies him to a Montreal hospital, where Avik meets Albertine and is infatuated. A decade later, a grown Avik encounters Albertine again in London, where he's serving as a British combat pilot. Despite her relationship with Walter, she and Avik begin an affair.",4.961,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ritKJM436bbvFhXlWKbwKzjs8SM.jpg,"['AU', 'CA', 'FR', 'GB']",en,"['Miramax', 'Les Films Ariane', 'Working Title Films', 'Map Films', 'Vincent Ward Films', 'Sunrise Films', 'PolyGram Filmed Entertainment']","Adventure,Romance,Drama,War","world war ii,inuit,arctic polar circle region,interracial romance,tuberculosis,snowmobile,1940s,cartographer,1930s","Jeanne Moreau, Anne Parillaud, John Cusack, Ben Mendelsohn, Patrick Bergin, Jason Scott Lee, Clotilde Courau, Vincent Ward",Adventure Romance Drama War world war ii inuit arctic polar circle region interracial romance tuberculosis snowmobile 1940s cartographer 1930s en en JeanneMoreau AnneParillaud JohnCusack BenMendelsohn PatrickBergin JasonScottLee ClotildeCourau VincentWard
tt0104860,Srdjan'Zika'Todorovic BogdanDiklic NikolaKojo UrosDjuric SonjaSavic ZoranCvijanovic Predrag'Miki'Manojlovic StanislavaPesic SrdjanDragojevic,8.3,1992,98,We Are Not Angels,en,33604,Ми нисмо анђели,Angel and the devil fight for the soul of a Belgrade playboy who made a young girl pregnant.,2.495,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/gh4x4CirqUt6VGPs99mYnrK74ga.jpg,['YU'],sr,['Avala Film'],"Comedy,Romance,Fantasy","baby,angel,pregnancy","Srdjan 'Zika' Todorovic, Bogdan Diklic, Nikola Kojo, Uros Djuric, Sonja Savic, Zoran Cvijanovic, Predrag 'Miki' Manojlovic, Stanislava Pesic, Srdjan Dragojevic",Comedy Romance Fantasy baby angel pregnancy en sr Srdjan'Zika'Todorovic BogdanDiklic NikolaKojo UrosDjuric SonjaSavic ZoranCvijanovic Predrag'Miki'Manojlovic StanislavaPesic SrdjanDragojevic
tt0105046,RayWalston NobleWillingham SherilynFenn CaseySiemaszko JohnMalkovich JoeMorton GarySinise GarySinise JohnTerry RichardRiehle AlexisArquette,7.5,1992,115,Of Mice and Men,en,9609,Of Mice and Men,"Two drifters, one a gentle but slow giant, try to make money working the fields during the Depression so they can fulfill their dreams.",12.682,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/qAHLUMZyoW3iwj2b01B2nKcePTA.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Western,Drama","farm,worker,dream,country life,farm worker,great depression,error","Ray Walston, Noble Willingham, Sherilyn Fenn, Casey Siemaszko, John Malkovich, Joe Morton, Gary Sinise, Gary Sinise, John Terry, Richard Riehle, Alexis Arquette",Western Drama farm worker dream country life farm worker great depression error en en RayWalston NobleWillingham SherilynFenn CaseySiemaszko JohnMalkovich JoeMorton GarySinise GarySinise JohnTerry RichardRiehle AlexisArquette
tt0105089,AlmaMartinez LouDiamondPhillips ElizabethMontgomery AbrahamAlvarez,7.5,1992,91,The Panama Deception,en,41773,The Panama Deception,"This winner of the 1993 Academy Award for Best Documentary Feature details the case that the 1989 invasion of Panama by the US was motivated not by the need to protect American soldiers, restore democracy or even capture Noriega. It was to force Panama to submit the will of the United States after Noriega had exhausted his usefulness.",1.413,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/vut444ILTh20pgYciXYG5WRnlY3.jpg,"['GB', 'US']",en,[],"History,Documentary,War",woman director,"Alma Martinez, Lou Diamond Phillips, Elizabeth Montgomery, Abraham Alvarez",History Documentary War woman director en en AlmaMartinez LouDiamondPhillips ElizabethMontgomery AbrahamAlvarez
tt0105112,JamesFox JamesEarlJones HarrisonFord SamuelL.Jackson AnneArcher PhillipNoyce SeanBean J.E.Freeman PatrickBergin PollyWalker,6.8,1992,117,Patriot Games,en,9869,Patriot Games,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",18.703,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/yToAJg67r3hk3Ux3sfXOdpiqxU.jpg,['US'],en,"['Paramount', 'Mace Neufeld Productions']","Drama,Action,Thriller,Crime","assassin,washington dc, usa,based on novel or book,psychopath,repayment,intelligence,northern ireland,revenge,terrorism,ira (irish republican army),ireland,british prime minister,jack ryan,ex military,assassination attempt,political thriller,political turmoil,intelligence service,cia analyst,intelligence analyst","James Fox, James Earl Jones, Harrison Ford, Samuel L. Jackson, Anne Archer, Phillip Noyce, Sean Bean, J.E. Freeman, Patrick Bergin, Polly Walker",Drama Action Thriller Crime assassin washington dc  usa based on novel or book psychopath repayment intelligence northern ireland revenge terrorism ira (irish republican army) ireland british prime minister jack ryan ex military assassination attempt political thriller political turmoil intelligence service cia analyst intelligence analyst en en JamesFox JamesEarlJones HarrisonFord SamuelL.Jackson AnneArcher PhillipNoyce SeanBean J.E.Freeman PatrickBergin PollyWalker
tt0105130,EmmaThompson HughLaurie StephenFry KennethBranagh KennethBranagh AlphonsiaEmmanuel ImeldaStaunton RichardBriers PhyllidaLaw EdwardJewesbury,7.0,1992,101,Les amis de Peter,fr,11790,Peter's Friends,"After inheriting a large country estate from his late father, Peter invites his friends from college: married couple Roger and Mary, the lonely Maggie, fashionable Sarah, and writer Andrew, who brings his American TV star wife, Carol. Sarah's new boyfriend, Brian, also attends. It has been 10 years since college, and they find their lives are very different.",8.918,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/gcs7O97E80KRfFd9fNbylnx3YTd.jpg,['GB'],en,"['BBC', 'Channel Four Films', 'Renaissance Films', 'Samuel Goldwyn Company']","Comedy,Romance,Drama","new year's eve,england,reunion,friends,college reunion,gay friend,gay theme","Emma Thompson, Hugh Laurie, Stephen Fry, Kenneth Branagh, Kenneth Branagh, Alphonsia Emmanuel, Imelda Staunton, Richard Briers, Phyllida Law, Edward Jewesbury",Comedy Romance Drama new year's eve england reunion friends college reunion gay friend gay theme fr en EmmaThompson HughLaurie StephenFry KennethBranagh KennethBranagh AlphonsiaEmmanuel ImeldaStaunton RichardBriers PhyllidaLaw EdwardJewesbury
tt0105150,MiloO'Shea AlbertFinney AidanQuinn AlanDevlin NiallBuggy RobinWright NiamhCusack IanMcElhinney StellaMcCusker GilliesMacKinnon,6.2,1992,117,Le secret de Tara,fr,41774,The Playboys,"A young woman, Tara Maguire (Robin Wright) scandalizes her provincial Irish village in the 1950s by having a baby out of a wedlock, and refusing to name the father. She has a rare beauty and every man in town desires her, especially Sergeant Hegarty (Albert Finney). The arrival of a dramatic troupe stirs things up even more, especially when she falls in love with one f the ""Playboys"", Tom Casey (Aidan Quinn).",2.5,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/n3Bk1DArX9vGt1jqLnDSx09Ig98.jpg,"['IE', 'GB', 'US']",en,"['Samuel Goldwyn Company', 'Green Umbrella Ltd.']","Romance,Drama","jealousy,circus,sin,love,ireland","Milo O'Shea, Albert Finney, Aidan Quinn, Alan Devlin, Niall Buggy, Robin Wright, Niamh Cusack, Ian McElhinney, Stella McCusker, Gillies MacKinnon",Romance Drama jealousy circus sin love ireland fr en MiloO'Shea AlbertFinney AidanQuinn AlanDevlin NiallBuggy RobinWright NiamhCusack IanMcElhinney StellaMcCusker GilliesMacKinnon
tt0105187,BarbaraHershey JoePesci RichardRiehle RichardSchiff ChristianStolte JackDenbo,6.5,1992,99,The Public Eye,en,31692,The Public Eye,A crime photographer gets involved in a conspiracy.,6.471,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/oiKWmtkGVOHR9Z49qZkkDkCeKyO.jpg,['US'],en,['Universal Pictures'],"Romance,Crime,Thriller,Drama,Action,Adventure",,"Barbara Hershey, Joe Pesci, Richard Riehle, Richard Schiff, Christian Stolte, Jack Denbo",Romance Crime Thriller Drama Action Adventure  en en BarbaraHershey JoePesci RichardRiehle RichardSchiff ChristianStolte JackDenbo
tt0105191,RoryCalhoun LesleyAnnWarren ChristopherCain IsabelGlasser GeorgeStrait KyleChandler JohnDoe MollyMcClure,7.1,1992,112,Pure Country,en,22627,Pure Country,"Dusty Chandler is a super star in the country music world, but his shows have the style of a '70s rock concert. One day he takes a walk - out of his overdone concerts to find his real country roots. He's helped and hindered by friends and staff, but pushes on in his search for a real music style as well as a real romance.",8.765,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8BrF8inwvc1k0V6JzazjCNOwJVY.jpg,['US'],en,[],"Romance,Drama,Music","country music,rodeo","Rory Calhoun, Lesley Ann Warren, Christopher Cain, Isabel Glasser, George Strait, Kyle Chandler, John Doe, Molly McClure",Romance Drama Music country music rodeo en en RoryCalhoun LesleyAnnWarren ChristopherCain IsabelGlasser GeorgeStrait KyleChandler JohnDoe MollyMcClure
tt0105208,AnandPatwardhan,8.9,1992,90,Ram Ke Naam,en,260669,राम के नाम,"The film explores the campaign waged by the Hindu right-wing organisation Vishva Hindu Parishad to build a Ram temple at the site of the Babri Masjid in Ayodhya, as well as the communal violence that it triggered. A couple of months after Ram ke Naam was released, VHP activists demolished the Babri Masjid in 1992, provoking further violence.",1.4,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sgq0VUIjQfrTYRUMKlSWmd0kfb0.jpg,['IN'],hi,[],Documentary,"nationalism,secularism,communal riots,ayodhya,hindutva",Anand Patwardhan,Documentary nationalism secularism communal riots ayodhya hindutva en hi AnandPatwardhan
tt0105226,DennisHopper NicolasCage J.T.Walsh BobbyJoeMcFadden JohnDahl,7.0,1993,98,Red Rock West,fr,10427,Red Rock West,"When a promised job for Texan Michael fails to materialize in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money, and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",7.527,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg,['US'],en,"['Propaganda Films', 'PolyGram Filmed Entertainment', 'Universal Pictures']","Drama,Thriller,Crime","vietnam veteran,sheriff,wyoming, usa,hitman,gun,gas station,cemetery,motel,money,murder,bag of money,criminal,unemployment,war injury,oil rig ,neo-noir","Dennis Hopper, Nicolas Cage, J.T. Walsh, Bobby Joe McFadden, John Dahl",Drama Thriller Crime vietnam veteran sheriff wyoming  usa hitman gun gas station cemetery motel money murder bag of money criminal unemployment war injury oil rig  neo-noir fr en DennisHopper NicolasCage J.T.Walsh BobbyJoeMcFadden JohnDahl
tt0105236,HarveyKeitel ChrisPenn SteveBuscemi TimRoth MichaelMadsen LawrenceTierney RandyBrooks KirkBaltz EdwardBunker QuentinTarantino QuentinTarantino,8.3,1992,99,Reservoir Dogs,en,500,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",31.714,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/n8O9WOAL1DVOMEQJpYatNqpNauK.jpg,['US'],en,"['Live Entertainment', 'Dog Eat Dog Productions']","Thriller,Crime","escape,jewelry,psychopath,traitor,heist,thief,betrayal,plan gone wrong,gang,nonlinear timeline,warehouse,told in flashback,heist gone wrong,botched robbery,foreshadowing,rendezvous,iconic,set in one room,uneasy alliance,rag tag group,based on short film","Harvey Keitel, Chris Penn, Steve Buscemi, Tim Roth, Michael Madsen, Lawrence Tierney, Randy Brooks, Kirk Baltz, Edward Bunker, Quentin Tarantino, Quentin Tarantino",Thriller Crime escape jewelry psychopath traitor heist thief betrayal plan gone wrong gang nonlinear timeline warehouse told in flashback heist gone wrong botched robbery foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group based on short film en en HarveyKeitel ChrisPenn SteveBuscemi TimRoth MichaelMadsen LawrenceTierney RandyBrooks KirkBaltz EdwardBunker QuentinTarantino QuentinTarantino
tt0105271,PankajKapur ManiRatnam Madhoo Nassar,8.1,1992,137,Roja,en,21463,ரோஜா,"Roja lives in a Tamil village, and her sister is about to marry a man from the city, who decides to marry Roja instead and gets a job assignment in Kashmir, where some militants decide to kidnap them.",4.887,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6kHsXNX6pJ0VQSSHWBTNCIcon4R.jpg,['IN'],ta,['Kavithalayaa Productions'],"Romance,Action,Drama,Thriller",romance,"Pankaj Kapur, Mani Ratnam, Madhoo, Nassar",Romance Action Drama Thriller romance en ta PankajKapur ManiRatnam Madhoo Nassar
tt0105275,RussellCrowe DanielPollock JacquelineMcKenzie AlexScott GeoffreyWright,6.8,1992,94,Romper Stomper,en,10412,Romper Stomper,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",9.98,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/w5v1la4WQgh5c2faGUDRnMqKmhk.jpg,['AU'],"pt,de,en,ja,vi","['Seon Film Productions', 'Film Victoria', 'Romper Stomper Pty. Ltd.', 'Australian Film Commission']","Action,Drama,Thriller,Crime","immigrant,skinhead,nazi,resistance,psychopath,right wing extremism,gay interest,white supremacists,gay theme","Russell Crowe, Daniel Pollock, Jacqueline McKenzie, Alex Scott, Geoffrey Wright",Action Drama Thriller Crime immigrant skinhead nazi resistance psychopath right wing extremism gay interest white supremacists gay theme en pt de en ja vi RussellCrowe DanielPollock JacquelineMcKenzie AlexScott GeoffreyWright
tt0105306,GretaScacchi VincentD'Onofrio AnaïsJeanneret HannsZischler RolfIllig PetraBerndt LászlóI.Kish ShirleyHenderson SandraVoe AndrewBirkin,6.2,1992,110,Les vaisseaux du coeur,fr,117202,Salt on Our Skin,"A Scottish woman who attends school in Paris comes home for the summer and helps take in the straw, where she meets an attractive and simple man. They begin a torrid affair despite the differences in their lifestyles. He asks her to marry him but she refuses, and they continue their separate lives but also continue their affair through the years, loving each other despite their differences.",2.196,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/84j1jVf7IbN4p0F5pRET9etFALW.jpg,"['CA', 'FR', 'DE']","fr,en",['Constantin Film'],"Romance,Drama","summer,love affair,attraction","Greta Scacchi, Vincent D'Onofrio, Anaïs Jeanneret, Hanns Zischler, Rolf Illig, Petra Berndt, László I. Kish, Shirley Henderson, Sandra Voe, Andrew Birkin",Romance Drama summer love affair attraction fr fr en GretaScacchi VincentD'Onofrio AnaïsJeanneret HannsZischler RolfIllig PetraBerndt LászlóI.Kish ShirleyHenderson SandraVoe AndrewBirkin
tt0105316,WhoopiGoldberg MiriamMakeba JohnKani MbongeniNgema RobertWhitehead DarrellRoodt,6.3,1992,117,Sarafina!,fr,35936,Sarafina!,"The plot centers on students involved in the Soweto Riots, in opposition to the implementation of Afrikaans as the language of instruction in schools. The stage version presents a school uprising similar to the Soweto uprising on June 16, 1976. A narrator introduces several characters among them the school girl activist Sarafina. Things get out of control when a policeman shoots several pupils in a classroom. Nevertheless, the musical ends with a cheerful farewell show of pupils leaving school, which takes most of act two. In the movie version Sarafina feels shame at her mother's (played by Miriam Makeba in the film) acceptance of her role as domestic servant in a white household in apartheid South Africa, and inspires her peers to rise up in protest, especially after her inspirational teacher, Mary Masombuka (played by Whoopi Goldberg in the film version) is imprisoned.",6.759,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/i52368CunnMFEQIgPmGDKSPLcKx.jpg,"['ZA', 'GB', 'US', 'FR']","en,zu","['BBC', 'Miramax', 'Vanguard Films', 'Hollywood Pictures', 'Distant Horizon', 'Ideal', 'Les Films Ariane', 'Vanguard Productions', 'Videovision Entertainment']","Family,Musical,Drama,Music","africa,south africa,apartheid,musical,based on play or musical,soweto","Whoopi Goldberg, Miriam Makeba, John Kani, Mbongeni Ngema, Robert Whitehead, Darrell Roodt",Family Musical Drama Music africa south africa apartheid musical based on play or musical soweto fr en zu WhoopiGoldberg MiriamMakeba JohnKani MbongeniNgema RobertWhitehead DarrellRoodt
