,tconst,averageRating,numVotes,originalTitle,startYear,runtimeMinutes,title,language,tmdb_id,overview,popularity,poster_path,production_countries,genres,teaser_link,Keywords,Actors_names,Actors_names2,mots
3390,tt0119141,6.1,39569,Fools Rush In,1997,109,Fools Rush In,en,1968,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",10.16,https://image.tmdb.org/t/p/original/tcRaMjWoF8K7h1LqOH7FOOLRQ3e.jpg,['US'],"Comedy,Romance,Drama",Bande-annonce non trouvée,"waitress,culture clash,pregnancy,romantic comedy","Tomas Milian,Andy Tennant,Suzanne Snyder,John Bennett Perry,Matthew Perry,Jon Tenney,Siobhan Fallon Hogan,Salma Hayek,Stanley DeSantis",TomasMilian AndyTennant SuzanneSnyder JohnBennettPerry MatthewPerry JonTenney SiobhanFallonHogan SalmaHayek StanleyDeSantis,Comedy Romance Drama waitress culture clash pregnancy romantic comedy en TomasMilian AndyTennant SuzanneSnyder JohnBennettPerry MatthewPerry JonTenney SiobhanFallonHogan SalmaHayek StanleyDeSantis
3391,tt0119158,6.3,889,Friends 'Til the End,1997,120,Amitié dangereuse,fr,169002,"Heather and Suzanne were childhood friends, both singers, who have always been competing against each other. The insecure Suzanne, who usually lost all the competitions, grows emotionally disturbed and hyper-competitive and carrying a grudge against Heather. The young woman, under a false name, enrolls the same college where Heather goes, with the intention of destroying her life...",1.779,https://image.tmdb.org/t/p/original/e9BJy0yMDZIoDkZQEMveGF9ULpU.jpg,['US'],"Drama,Thriller,TV Movie",Bande-annonce non trouvée,,"Jack Bender,Gregory Itzin,Harriet Sansom Harris,Christine Healy",JackBender GregoryItzin HarrietSansomHarris ChristineHealy,Drama Thriller TV Movie  fr JackBender GregoryItzin HarrietSansomHarris ChristineHealy
3392,tt0119164,7.2,114017,The Full Monty,1997,91,The Full Monty,en,9427,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",11.691,https://image.tmdb.org/t/p/original/xkMiZv2FPrhIAtxvEcN1jAbkHRY.jpg,['GB'],"Comedy,Drama",https://www.youtube.com/watch?v=u-jZQiqecbU,"northern england,police,suicide attempt,job interview,son,striptease,father,yorkshire,obesity,unemployment,steel worker,repossession,male stripper,gay theme","Robert Carlyle,Lesley Sharp,Tom Wilkinson,Paul Barber,Mark Addy,Steve Huison,Hugo Speer,Peter Cattaneo",RobertCarlyle LesleySharp TomWilkinson PaulBarber MarkAddy SteveHuison HugoSpeer PeterCattaneo,Comedy Drama northern england police suicide attempt job interview son striptease father yorkshire obesity unemployment steel worker repossession male stripper gay theme en RobertCarlyle LesleySharp TomWilkinson PaulBarber MarkAddy SteveHuison HugoSpeer PeterCattaneo
3393,tt0119165,6.6,2910,Full Tilt Boogie,1997,97,Full Tilt Boogie,fr,36606,A documentary about the production of From Dusk Till Dawn (1996) and the people who made it.,4.245,https://image.tmdb.org/t/p/original/b9FJ7sYpyU8RWrZesfmAJZRoKIm.jpg,['US'],Documentary,Bande-annonce non trouvée,"movie business,stuntman,swimming pool,hot tub,special effects,hollywood,writer,birthday cake,filmmaking,producer,making of,rainstorm,movie star,location,cast,effects,horror filmmaking,movie set,woman director",,,Documentary movie business stuntman swimming pool hot tub special effects hollywood writer birthday cake filmmaking producer making of rainstorm movie star location cast effects horror filmmaking movie set woman director fr 
3394,tt0119174,7.7,428638,The Game,1997,129,The Game,en,2649,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",28.307,https://image.tmdb.org/t/p/original/4UOa079915QjiTA2u5hT2yKVgUu.jpg,['US'],"Drama,Thriller,Mystery",https://www.youtube.com/watch?v=jKkCfzZRVTk,"suicide,sibling relationship,san francisco, california,birthday,gun,key,manipulation,restaurant,danger of life,birthday party,game,millionaire,surprising,trapped in an elevator,birthday present,investment banker,puzzlement","Carroll Baker,Michael Douglas,Peter Donat,Armin Mueller-Stahl,Sean Penn,James Rebhorn,Charles Martinet,Deborah Kara Unger,Anna Katarina,David Fincher",CarrollBaker MichaelDouglas PeterDonat ArminMueller-Stahl SeanPenn JamesRebhorn CharlesMartinet DeborahKaraUnger AnnaKatarina DavidFincher,Drama Thriller Mystery suicide sibling relationship san francisco  california birthday gun key manipulation restaurant danger of life birthday party game millionaire surprising trapped in an elevator birthday present investment banker puzzlement en CarrollBaker MichaelDouglas PeterDonat ArminMueller-Stahl SeanPenn JamesRebhorn CharlesMartinet DeborahKaraUnger AnnaKatarina DavidFincher
3395,tt0119177,7.7,322876,GATTACA,1997,106,Gattaca,en,782,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",24.885,https://image.tmdb.org/t/p/original/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg,['US'],"Romance,Mystery,Thriller,Sci-Fi,Drama,Science Fiction",https://www.youtube.com/watch?v=7u3RrbNpRUQ,"genetics,cheating,paraplegic,suicide attempt,hostility,dystopia,dna,new identity,investigation,heart disease,spaceman,fake identity,blood sample,biotechnology,space mission,exercise,eugenics","Elias Koteas,Xander Berkeley,Gore Vidal,Una Damon,Elizabeth Dennehy,Andrew Niccol",EliasKoteas XanderBerkeley GoreVidal UnaDamon ElizabethDennehy AndrewNiccol,Romance Mystery Thriller Sci-Fi Drama Science Fiction genetics cheating paraplegic suicide attempt hostility dystopia dna new identity investigation heart disease spaceman fake identity blood sample biotechnology space mission exercise eugenics en EliasKoteas XanderBerkeley GoreVidal UnaDamon ElizabethDennehy AndrewNiccol
3396,tt0119201,6.5,690,Girls' Night,1998,102,Girls' Night,fr,30003,"Two British best friends and in-laws Dawn and Jackie work together at a factory. When Dawn is diagnosed with a brain tumor Jackie shares $100,000 she's got from her secret lover with Dawn to fulfil her dream - a visit to Las Vegas. They buy two tickets and fly there...",0.767,https://media.themoviedb.org/t/p/w300_and_h450_bestv2nan,['GB'],"Comedy,Romance,Drama",Bande-annonce non trouvée,"gambling,brain tumor,holiday,marriage,bingo,hospital","Julie Walters,Meera Syal,Philip Jackson,George Costigan,Brenda Blethyn,Sue Cleaver,Fine Time Fontayne,Nick Hurran",JulieWalters MeeraSyal PhilipJackson GeorgeCostigan BrendaBlethyn SueCleaver FineTimeFontayne NickHurran,Comedy Romance Drama gambling brain tumor holiday marriage bingo hospital fr JulieWalters MeeraSyal PhilipJackson GeorgeCostigan BrendaBlethyn SueCleaver FineTimeFontayne NickHurran
3397,tt0119210,6.4,15218,Switchback,1997,118,Going West,en,10871,FBI agent Frank LaCrosse tries to catch a serial killer who kidnapped his son.,9.841,https://image.tmdb.org/t/p/original/elEHm8d9yHYv1ua3hyukPZQjpGi.jpg,['US'],"Thriller,Mystery,Crime",Bande-annonce non trouvée,"sheriff,texas,colorado,young boy,serial killer,hitchhiker,train,series of murders,election,pursuit,railroad,federal agent,murder investigation,child kidnapping,missing son,winter storm,fbi agent,murders","Dennis Quaid,Danny Glover,Ted Levine,R. Lee Ermey,William Fichtner,Brent Hinkley,Jeb Stuart",DennisQuaid DannyGlover TedLevine R.LeeErmey WilliamFichtner BrentHinkley JebStuart,Thriller Mystery Crime sheriff texas colorado young boy serial killer hitchhiker train series of murders election pursuit railroad federal agent murder investigation child kidnapping missing son winter storm fbi agent murders en DennisQuaid DannyGlover TedLevine R.LeeErmey WilliamFichtner BrentHinkley JebStuart
3398,tt0119217,8.3,1065911,Good Will Hunting,1997,126,Good Will Hunting,en,489,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",97.62,https://image.tmdb.org/t/p/original/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,['US'],"Romance,Drama",https://www.youtube.com/watch?v=f3v9pRa5dR8,"boston, massachusetts,professor,baseball,mathematics,genius,harvard university,male friendship,ambition,flashback,love,friends,psychologist,janitor,university,courtroom,prodigy,math genius","Robin Williams,Gus Van Sant,John Mighton",RobinWilliams GusVanSant JohnMighton,Romance Drama boston  massachusetts professor baseball mathematics genius harvard university male friendship ambition flashback love friends psychologist janitor university courtroom prodigy math genius en RobinWilliams GusVanSant JohnMighton
3399,tt0119223,6.8,56873,Great Expectations,1998,111,Great Expectations,en,9410,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",11.826,https://image.tmdb.org/t/p/original/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg,['US'],"Comedy,Romance,Drama",Bande-annonce non trouvée,"artist,artists' life","Anne Bancroft,Josh Mostel,Robert De Niro,Nell Campbell,Chris Cooper,Alfonso Cuarón,Hank Azaria,Kim Dickens",AnneBancroft JoshMostel RobertDeNiro NellCampbell ChrisCooper AlfonsoCuarón HankAzaria KimDickens,Comedy Romance Drama artist artists' life en AnneBancroft JoshMostel RobertDeNiro NellCampbell ChrisCooper AlfonsoCuarón HankAzaria KimDickens
3400,tt0119225,6.9,16579,Gridlock'd,1997,91,Gridlock'd,en,12489,"After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.",9.815,https://image.tmdb.org/t/p/original/jlOL8fLsG0tGBtkj9qzHgqcHPVV.jpg,['US'],"Comedy,Drama,Crime",Bande-annonce non trouvée,"escape,police,aids,drug addiction,suspicion of murder,withdrawal","Howard Hesseman,Tim Roth,John Sayles,Charles Fleischer,Tom Towles,Tom Wright,Vondie Curtis-Hall,James Pickens Jr.",HowardHesseman TimRoth JohnSayles CharlesFleischer TomTowles TomWright VondieCurtis-Hall JamesPickensJr.,Comedy Drama Crime escape police aids drug addiction suspicion of murder withdrawal en HowardHesseman TimRoth JohnSayles CharlesFleischer TomTowles TomWright VondieCurtis-Hall JamesPickensJr.
3401,tt0119229,7.3,99546,Grosse Pointe Blank,1997,107,Le tueur de Grosse Pointe,fr,9434,"Martin Blank is a hitman for hire. When he starts to develop a conscience, he botches a couple of routine jobs. On the advice of his secretary and his psychiatrist, he decides to attend his ten-year high school reunion in Grosse Pointe, Michigan.",9.559,https://image.tmdb.org/t/p/original/5HLqnPKzsN5TN0aqa64M9NicfBJ.jpg,['US'],"Comedy,Romance,Crime,Thriller,Action",Bande-annonce non trouvée,"michigan,hitman,therapist,radio station,psychopath,reunion,union,high school reunion,old girlfriend,professional assassin,cartel,gun fight,coming home","Alan Arkin,Mitchell Ryan,Dan Aykroyd,Joan Cusack,John Cusack,Jeremy Piven,George Armitage,Hank Azaria,K. Todd Freeman,Michael Cudlitz",AlanArkin MitchellRyan DanAykroyd JoanCusack JohnCusack JeremyPiven GeorgeArmitage HankAzaria K.ToddFreeman MichaelCudlitz,Comedy Romance Crime Thriller Action michigan hitman therapist radio station psychopath reunion union high school reunion old girlfriend professional assassin cartel gun fight coming home fr AlanArkin MitchellRyan DanAykroyd JoanCusack JohnCusack JeremyPiven GeorgeArmitage HankAzaria K.ToddFreeman MichaelCudlitz
3402,tt0119242,6.4,947,Généalogies d'un crime,1997,103,Généalogies d'un crime,fr,125039,An attorney defends a young man on trial for killing his aunt — a psychiatrist who took him in to study possible homicidal tendencies.,1.707,https://image.tmdb.org/t/p/original/sd5mYgYVLkbr8yGAbtr3Xn4Xbvi.jpg,"['FR', 'PT']","Drama,Thriller,Crime",https://www.youtube.com/watch?v=Ahd0NaB-uro,,"Bernadette Lafont,Michel Piccoli,Catherine Deneuve,Monique Mélinand,Hubert Saint-Macary,Mathieu Amalric,Andrzej Seweryn,Raúl Ruiz",BernadetteLafont MichelPiccoli CatherineDeneuve MoniqueMélinand HubertSaint-Macary MathieuAmalric AndrzejSeweryn RaúlRuiz,Drama Thriller Crime  fr BernadetteLafont MichelPiccoli CatherineDeneuve MoniqueMélinand HubertSaint-Macary MathieuAmalric AndrzejSeweryn RaúlRuiz
3403,tt0119248,6.8,7195,Hamam,1997,94,"Hammam, le bain turc",fr,27104,Francesco and Marta run a husband-and-wife design company in Rome. When Francesco's aunt dies in Instanbul he travels there to sort out the hamam turkish steam bath that she left him. He finds a love and warmth in his realtives' Instanbul home that is missing from his life in Italy.,7.381,https://image.tmdb.org/t/p/original/53Bs1CLJWDuomqdolXXWyso7cPf.jpg,"['ES', 'IT', 'TR']","Romance,Drama",Bande-annonce non trouvée,"coming out,love triangle,bath house,turkey,love affair,lgbt,gay theme","Francesca d'Aloja,Alessandro Gassmann,Carlo Cecchi,Halil Ergün,Serif Sezer,Alberto Molinari,Zozo Toledo,Ludovica Modugno,Ferzan Özpetek",Francescad'Aloja AlessandroGassmann CarloCecchi HalilErgün SerifSezer AlbertoMolinari ZozoToledo LudovicaModugno FerzanÖzpetek,Romance Drama coming out love triangle bath house turkey love affair lgbt gay theme fr Francescad'Aloja AlessandroGassmann CarloCecchi HalilErgün SerifSezer AlbertoMolinari ZozoToledo LudovicaModugno FerzanÖzpetek
3404,tt0119278,6.4,2082,Chicago Cab,1997,96,Chicago Cab,en,116008,A day in the life of a Chicago cab driver is examined as he picks up fares from the good and bad parts of the city and emotionally connects to many of his passengers.,2.617,https://image.tmdb.org/t/p/original/rOQZwzJTdXZlQGdn4vEghwVyji8.jpg,['US'],"Comedy,Drama",Bande-annonce non trouvée,"chicago, illinois,taxi,taxi driver,cab driver,day in a life","Michael Ironside,Moira Sinise,Darryl Theirse,Shanesia Davis",MichaelIronside MoiraSinise DarrylTheirse ShanesiaDavis,Comedy Drama chicago  illinois taxi taxi driver cab driver day in a life en MichaelIronside MoiraSinise DarrylTheirse ShanesiaDavis
3405,tt0119307,6.1,754,L'homme est une femme comme les autres,1998,100,L'homme est une femme comme les autres,fr,60750,"Simon Eskenazy is a gay Parisian clarinet player who lives his single life to the fullest. One day, he receives a very tempting offer from his homophobic uncle, looking to continue the family legacy – if he gets married and has a child, he will receive ten million francs and inherit his uncle's luxurious mansion. After meeting Rosalie Baumann at his cousin David's wedding, and with some convincing on his mother's part, Simon sees an opportunity to fulfill his uncle's wishes and the pair go ahead and get married, but not before traveling to New York to meet Rosalie's Orthodox Jewish family. As Simon tries to develop real feelings for Rosalie, he struggles with his feelings for his newlywed cousin David.",2.65,https://image.tmdb.org/t/p/original/xpJ80UrOpyk5RkkXdkgR2XDbWMe.jpg,['FR'],"Comedy,Romance,Music",Bande-annonce non trouvée,"clarinet,sauna,marriage,patriarchy,marriage of convenience,dream girl,inheritance,singing,wedding,cousin cousin relationship,false pretenses,jewish family,gay theme","Judith Magre,Michel Aumont,Maurice Bénichou,Catherine Hiegel,Antoine de Caunes,Elsa Zylberstein,Jean-Jacques Zilbermann",JudithMagre MichelAumont MauriceBénichou CatherineHiegel AntoinedeCaunes ElsaZylberstein Jean-JacquesZilbermann,Comedy Romance Music clarinet sauna marriage patriarchy marriage of convenience dream girl inheritance singing wedding cousin cousin relationship false pretenses jewish family gay theme fr JudithMagre MichelAumont MauriceBénichou CatherineHiegel AntoinedeCaunes ElsaZylberstein Jean-JacquesZilbermann
3406,tt0119329,6.1,1847,The Hunchback,1997,98,Notre-Dame de Paris,fr,148636,"Based on Victor Hugo's famed novel, the story of Quasimodo, the deformed bell ringer of Notre Dame, and his unrequited love for the gypsy girl, Esmeralda.",7.773,https://image.tmdb.org/t/p/original/xch2lgon3mGYT9jT0SMFpBPdSPv.jpg,"['CZ', 'FR', 'HU', 'US']","Romance,Drama,Horror,TV Movie",Bande-annonce non trouvée,hunchback,"Jim Dale,Vernon Dobtcheff,Richard Harris,Peter Medak,Nickolas Grace,Mandy Patinkin,Salma Hayek,Edward Atterton,Benedick Blythe,Nigel Terry,Trevor Baxter",JimDale VernonDobtcheff RichardHarris PeterMedak NickolasGrace MandyPatinkin SalmaHayek EdwardAtterton BenedickBlythe NigelTerry TrevorBaxter,Romance Drama Horror TV Movie hunchback fr JimDale VernonDobtcheff RichardHarris PeterMedak NickolasGrace MandyPatinkin SalmaHayek EdwardAtterton BenedickBlythe NigelTerry TrevorBaxter
3407,tt0119360,6.4,44123,In & Out,1997,90,In & Out,en,10806,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,10.663,https://image.tmdb.org/t/p/original/680sgIbQU9lqujO3m6PqjoXlXuP.jpg,['US'],"Comedy,Romance",Bande-annonce non trouvée,"coming out,homophobia,lgbt,gay theme","Debbie Reynolds,Bob Newhart,Wilford Brimley,Frank Oz,Matt Dillon,Joan Cusack,Tom Selleck,Kevin Kline,Gregory Jbara",DebbieReynolds BobNewhart WilfordBrimley FrankOz MattDillon JoanCusack TomSelleck KevinKline GregoryJbara,Comedy Romance coming out homophobia lgbt gay theme en DebbieReynolds BobNewhart WilfordBrimley FrankOz MattDillon JoanCusack TomSelleck KevinKline GregoryJbara
3408,tt0119361,7.1,14274,In the Company of Men,1997,97,En compagnie des hommes,fr,14585,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",6.879,https://image.tmdb.org/t/p/original/1gPJ4H4TbGAiuEA6pFalFtqA0eL.jpg,"['CA', 'US']","Comedy,Drama",Bande-annonce non trouvée,"office,deaf,love,secretary,dating,misogynist,admiring","Matt Malloy,Aaron Eckhart,Stacy Edwards,Emily Cline,Neil LaBute",MattMalloy AaronEckhart StacyEdwards EmilyCline NeilLaBute,Comedy Drama office deaf love secretary dating misogynist admiring fr MattMalloy AaronEckhart StacyEdwards EmilyCline NeilLaBute
3409,tt0119365,6.4,4076,Incognito,1997,108,Incognito,en,45928,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.",5.063,https://image.tmdb.org/t/p/original/45idl65SLCipP1G1RMRVfkF4ldw.jpg,['US'],"Romance,Thriller,Crime",Bande-annonce non trouvée,"rembrandt,art,forger","Rod Steiger,Ian Richardson,John Badham,Jason Patric,Irène Jacob,Simon Chandler,Pip Torrens,Michael Cochrane,Togo Igawa,Joseph Blatchley",RodSteiger IanRichardson JohnBadham JasonPatric IrèneJacob SimonChandler PipTorrens MichaelCochrane TogoIgawa JosephBlatchley,Romance Thriller Crime rembrandt art forger en RodSteiger IanRichardson JohnBadham JasonPatric IrèneJacob SimonChandler PipTorrens MichaelCochrane TogoIgawa JosephBlatchley
3410,tt0119368,6.3,675,The Informant,1997,105,Field of Blood,en,38275,"A former Irish Republican Army fighter, Gingy McAnally (Anthony Brophy), is reluctant about being called back into service after serving time in prison. He executes the grisly task but ends up captured by a sympathetic British police lieutenant named Ferris (Cary Elwes). The intimidating Chief Inspector of the Belfast Police (Timothy Dalton) convinces Gingy that his best hope is to become an informant and turn in other IRA operatives. As Gingy's marriage unravels under the stress, he is forced to come to terms with the fact that in this war both sides lose. Three men, three political circles, each fighting for their lives, each with their own agenda in the battle for Northern Ireland.",2.327,https://image.tmdb.org/t/p/original/81xwKVpijZmtXX3RuRdGVwEk23A.jpg,"['IE', 'US']","Action,Drama,Thriller,War",Bande-annonce non trouvée,"based on novel or book,terrorism,ira (irish republican army)","Timothy Dalton,John Kavanagh,Jim McBride,Cary Elwes,Sean McGinley,Frankie McCafferty,Stuart Graham,Gary Lydon",TimothyDalton JohnKavanagh JimMcBride CaryElwes SeanMcGinley FrankieMcCafferty StuartGraham GaryLydon,Action Drama Thriller War based on novel or book terrorism ira (irish republican army) en TimothyDalton JohnKavanagh JimMcBride CaryElwes SeanMcGinley FrankieMcCafferty StuartGraham GaryLydon
3411,tt0119369,6.9,1640,The Inheritance,1997,95,The Inheritance,en,46200,"A beautiful orphan of mysterious parentage is asked by her adoptive family to help find a husband for their niece, but when two suitors both fall for the orphan girl, the niece instigates a scheme to discredit her in the eyes of her guardians. Based on the novel by Louisa May Alcott.",3.076,https://image.tmdb.org/t/p/original/kQIUZCJrePvref6WC4jV5HzKaz6.jpg,[],"Romance,Drama",Bande-annonce non trouvée,,"Tom Conti,Meredith Baxter,Max Gail,Bobby Roth",TomConti MeredithBaxter MaxGail BobbyRoth,Romance Drama  en TomConti MeredithBaxter MaxGail BobbyRoth
3412,tt0119381,6.4,13994,Inventing the Abbotts,1997,110,Inventing the Abbotts,en,12723,"In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon.",12.934,https://image.tmdb.org/t/p/original/ysfD96fF56BEzpktyDWChC8Epgs.jpg,['US'],"Romance,Drama",Bande-annonce non trouvée,"new love,sibling relationship,dysfunctional marriage,working class,wrong side of the tracks","Pat O'Connor,Will Patton,Barbara Williams,Kathy Baker,Billy Crudup,Joanna Going",PatO'Connor WillPatton BarbaraWilliams KathyBaker BillyCrudup JoannaGoing,Romance Drama new love sibling relationship dysfunctional marriage working class wrong side of the tracks en PatO'Connor WillPatton BarbaraWilliams KathyBaker BillyCrudup JoannaGoing
3413,tt0119404,7.0,3282,Jane Eyre,1997,108,Jane Eyre,en,46203,"Charlotte Bronte's classic novel is filmed yet again. The story of the Yorkshire orphan who becomes a governess to a young French girl and finds love with the brooding lord of the manor is given a standard romantic flare, but sparks do not seem to happen between the two leads in this version.",5.32,https://image.tmdb.org/t/p/original/dGN9mKvcpfy88rUTfrKEAe2ZzKm.jpg,['GB'],"Romance,Drama,TV Movie",Bande-annonce non trouvée,"based on novel or book,period drama,costume drama","Robert Young,Deborah Findlay,Joanna Scanlan,Barbara Keogh,Emily Joyce",RobertYoung DeborahFindlay JoannaScanlan BarbaraKeogh EmilyJoyce,Romance Drama TV Movie based on novel or book period drama costume drama en RobertYoung DeborahFindlay JoannaScanlan BarbaraKeogh EmilyJoyce
3414,tt0119434,6.1,1080,Just Write,1997,102,Tendre Imposture,fr,163869,A Hollywood tour bus driver poses as a screenwriter to romance an up-and-coming young actress.,1.835,https://image.tmdb.org/t/p/original/hjv22AGIfmnEQ20pDb0oQr9eUkX.jpg,['US'],"Comedy,Romance",Bande-annonce non trouvée,"hollywood,writer","Alex Rocco,Wallace Shawn,JoBeth Williams,Holland Taylor,Sherilyn Fenn,Jeremy Piven,Jeffrey D. Sams,Costas Mandylor,Yeardley Smith",AlexRocco WallaceShawn JoBethWilliams HollandTaylor SherilynFenn JeremyPiven JeffreyD.Sams CostasMandylor YeardleySmith,Comedy Romance hollywood writer fr AlexRocco WallaceShawn JoBethWilliams HollandTaylor SherilynFenn JeremyPiven JeffreyD.Sams CostasMandylor YeardleySmith
3415,tt0119436,6.2,553,K,1997,135,K,fr,76597,"In this French crime film, set during the time of the Gulf War, an elderly German tourist is murdered in Paris by junk dealer Joseph Katz (Pinkas Braun), a friend of Paris detective Sam Bellamy (singer Patrick Bruel). Romantically involved with the victim's daughter Emma Guter (Isabella Ferrari), Bellamy covers up the crime he witnessed. Joseph then mysteriously vanishes, and Bellamy heads for Berlin where the victim's possessions are auctioned. After Bellamy finds the source of the well-hidden traffic in art stolen by Nazis from French Jews, he discovers a Nazi war criminal is blackmailing past associates. Incorporating background from journalist Hector Feliciano's Lost Museum, the film is adapted from Guy Konopnicki's novel, Pas de Kaddish pour Sylberstein (No Kaddish for Sylberstein).",2.2,https://image.tmdb.org/t/p/original/34JN5ZW3J9dlaIs4UmBL3YjPQqv.jpg,['FR'],"Thriller,Crime",https://www.youtube.com/watch?v=Y56oKeHwRRo,,"Marthe Keller,Jean-François Stévenin,Pinkas Braun,Isabella Ferrari,Alexandre Arcady,Dieter Kirchlechner,Patrick Bruel,Dan Turgeman,Burkhard Heyl",MartheKeller Jean-FrançoisStévenin PinkasBraun IsabellaFerrari AlexandreArcady DieterKirchlechner PatrickBruel DanTurgeman BurkhardHeyl,Thriller Crime  fr MartheKeller Jean-FrançoisStévenin PinkasBraun IsabellaFerrari AlexandreArcady DieterKirchlechner PatrickBruel DanTurgeman BurkhardHeyl
3416,tt0119453,6.3,1543,Keep the Aspidistra Flying,1997,101,A Merry War,en,54795,"Gordon Comstock is a copywriter at an ad agency, and his girlfriend Rosemary is a designer. Gordon believes he is a genius, a marvelous poet and quits the ad agency, trying to live on his poems, but poverty soon comes to him.",2.348,https://image.tmdb.org/t/p/original/kOqZpuN5Q3F1GU6SFJjWnYd2uBo.jpg,['GB'],"Comedy,Romance,Drama",Bande-annonce non trouvée,"england,poet,poverty,writer","Liz Smith,Barbara Leigh-Hunt,Jim Carter,Harriet Walter,Bill Wallis,Helena Bonham Carter,Richard E. Grant,Julian Wadham,Lesley Vickerage,John Clegg",LizSmith BarbaraLeigh-Hunt JimCarter HarrietWalter BillWallis HelenaBonhamCarter RichardE.Grant JulianWadham LesleyVickerage JohnClegg,Comedy Romance Drama england poet poverty writer en LizSmith BarbaraLeigh-Hunt JimCarter HarrietWalter BillWallis HelenaBonhamCarter RichardE.Grant JulianWadham LesleyVickerage JohnClegg
3417,tt0119467,6.3,1461,Kiss or Kill,1997,96,Kiss or Kill,en,37517,"Two lovers, Nikki and Al, have a scam in which Nikki allows herself to be picked up by older men, drugs them, and, with Al's help, robs them. After accidentally killing one of her victims with an overdose, Nikki and Al are on the run.",1.603,https://image.tmdb.org/t/p/original/vV0tah9ztJbj0kWSzAMtvQm2L9L.jpg,['AU'],"Drama,Thriller,Crime",Bande-annonce non trouvée,"hotel room,road trip,murder,scam,neo-noir,nuclear testing,lovers on the lam",Bill Bennett,BillBennett,Drama Thriller Crime hotel room road trip murder scam neo-noir nuclear testing lovers on the lam en BillBennett
3418,tt0119494,6.2,2157,The Land Girls,1998,111,Trois Anglaises en campagne,fr,17044,"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.",2.034,https://image.tmdb.org/t/p/original/xhbTg45Elmgh2SAe70aDTy3vPPJ.jpg,"['GB', 'FR']","Romance,Drama,War",Bande-annonce non trouvée,"farm,based on novel or book,world war ii,home front,1940s,war women,land girls,dorset","Tom Georgeson,Steven Mackintosh,Maureen O'Brien,David Leland",TomGeorgeson StevenMackintosh MaureenO'Brien DavidLeland,Romance Drama War farm based on novel or book world war ii home front 1940s war women land girls dorset fr TomGeorgeson StevenMackintosh MaureenO'Brien DavidLeland
